yearID,name,teamID,W,L,salary,cost_per_win
2006,Texas Rangers,TEX,80,82,68228662,852858.275
2006,Toronto Blue Jays,TOR,87,75,71365000,820287.356321839
2006,Washington Nationals,WAS,71,91,63143000,889338.0281690141
2007,Arizona Diamondbacks,ARI,90,72,52067546,578528.2888888889
2007,Atlanta Braves,ATL,84,78,87290833,1039176.5833333334
2007,Baltimore Orioles,BAL,69,93,93174808,1350359.536231884
2007,Boston Red Sox,BOS,96,66,143026214,1489856.3958333333
2007,Chicago White Sox,CHA,72,90,108671833,1509331.013888889
2007,Chicago Cubs,CHN,85,77,99670332,1172592.1411764706
2007,Cincinnati Reds,CIN,72,90,68524980,951735.8333333334
2007,Cleveland Indians,CLE,96,66,61673267,642429.8645833334
2007,Colorado Rockies,COL,90,73,54041000,600455.5555555555
2007,Detroit Tigers,DET,88,74,94800369,1077276.9204545454
2007,Florida Marlins,FLO,71,91,30507000,429676.05633802817
2007,Houston Astros,HOU,73,89,87759000,1202178.082191781
2007,Kansas City Royals,KCA,69,93,67116500,972702.8985507246
2007,Los Angeles Angels of Anaheim,LAA,94,68,109251333,1162248.2234042552
2007,Los Angeles Dodgers,LAN,82,80,108454524,1322616.1463414633
2007,Milwaukee Brewers,MIL,83,79,70986500,855259.0361445784
2007,Minnesota Twins,MIN,79,83,71439500,904297.4683544304
2007,New York Yankees,NYA,94,68,189259045,2013394.0957446808
2007,New York Mets,NYN,88,74,115231663,1309450.7159090908
2007,Oakland Athletics,OAK,76,86,79366940,1044301.8421052631
2007,Philadelphia Phillies,PHI,89,73,89428213,1004811.3820224719
2007,Pittsburgh Pirates,PIT,68,94,38537833,566732.8382352941
2007,San Diego Padres,SDN,89,74,58110567,652927.7191011236
2007,Seattle Mariners,SEA,88,74,106460833,1209782.1931818181
2007,San Francisco Giants,SFN,71,91,90219056,1270690.9295774647
2007,St. Louis Cardinals,SLN,78,84,90286823,1157523.3717948718
2007,Tampa Bay Devil Rays,TBA,66,96,24123500,365507.57575757575
2007,Texas Rangers,TEX,75,87,68318675,910915.6666666666
2007,Toronto Blue Jays,TOR,83,79,81942800,987262.6506024096
2007,Washington Nationals,WAS,73,89,36947500,506130.1369863014
2008,Arizona Diamondbacks,ARI,82,80,66202712,807350.1463414634
2008,Atlanta Braves,ATL,72,90,102365683,1421745.5972222222
2008,Baltimore Orioles,BAL,68,93,67196246,988180.0882352941
2008,Boston Red Sox,BOS,95,67,133390035,1404105.6315789474
2008,Chicago White Sox,CHA,89,74,121189332,1361677.8876404495
2008,Chicago Cubs,CHN,97,64,118345833,1220060.1340206186
2008,Cincinnati Reds,CIN,74,88,74117695,1001590.472972973
2008,Cleveland Indians,CLE,81,81,78970066,974939.086419753
2008,Colorado Rockies,COL,74,88,68655500,927777.027027027
2008,Detroit Tigers,DET,74,88,137685196,1860610.7567567567
2008,Florida Marlins,FLO,84,77,21811500,259660.7142857143
2008,Houston Astros,HOU,86,75,88930414,1034074.5813953489
2008,Kansas City Royals,KCA,75,87,58245500,776606.6666666666
2008,Los Angeles Angels of Anaheim,LAA,100,62,119216333,1192163.33
2008,Los Angeles Dodgers,LAN,84,78,118588536,1411768.2857142857
2008,Milwaukee Brewers,MIL,90,72,80937499,899305.5444444445
2008,Minnesota Twins,MIN,88,75,56932766,646963.25
2008,New York Yankees,NYA,89,73,207896789,2335918.9775280897
2008,New York Mets,NYN,89,73,137793376,1548240.1797752809
2008,Oakland Athletics,OAK,75,86,47967126,639561.68
2008,Philadelphia Phillies,PHI,92,70,97879880,1063911.7391304348
2008,Pittsburgh Pirates,PIT,67,95,48689783,726713.1791044776
2008,San Diego Padres,SDN,63,99,73677616,1169485.9682539683
2008,Seattle Mariners,SEA,61,101,117666482,1928958.7213114754
2008,San Francisco Giants,SFN,72,90,76594500,1063812.5
2008,St. Louis Cardinals,SLN,86,76,99624449,1158423.8255813953
2008,Tampa Bay Rays,TBA,97,65,43820597,451758.73195876286
2008,Texas Rangers,TEX,79,83,67712326,857118.0506329114
2008,Toronto Blue Jays,TOR,86,76,97793900,1137138.3720930233
2008,Washington Nationals,WAS,59,102,54961000,931542.3728813559
2009,Arizona Diamondbacks,ARI,70,92,73115666,1044509.5142857142
2009,Atlanta Braves,ATL,86,76,96726166,1124722.8604651163
2009,Baltimore Orioles,BAL,64,98,67101666,1048463.53125
2009,Boston Red Sox,BOS,95,67,121345999,1277326.305263158
2009,Chicago White Sox,CHA,79,83,96068500,1216056.9620253164
2009,Chicago Cubs,CHN,83,78,134809000,1624204.8192771084
2009,Cincinnati Reds,CIN,78,84,73558500,943057.6923076923
2009,Cleveland Indians,CLE,65,97,81579166,1255064.0923076924
2009,Colorado Rockies,COL,92,70,75201000,817402.1739130435
2009,Detroit Tigers,DET,86,77,115085145,1338199.3604651163
2009,Florida Marlins,FLO,87,75,36834000,423379.3103448276
2009,Houston Astros,HOU,74,88,102996414,1391843.4324324324
2009,Kansas City Royals,KCA,65,97,70519333,1084912.8153846154
2009,Los Angeles Angels of Anaheim,LAA,97,65,113709000,1172257.731958763
2009,Los Angeles Dodgers,LAN,95,67,100414592,1056995.7052631578
2009,Milwaukee Brewers,MIL,80,82,80182502,1002281.275
2009,Minnesota Twins,MIN,87,76,65299266,750566.275862069
2009,New York Yankees,NYA,103,59,201449189,1955817.3689320388
2009,New York Mets,NYN,70,92,149373987,2133914.1
2009,Oakland Athletics,OAK,75,87,61910000,825466.6666666666
2009,Philadelphia Phillies,PHI,93,69,113004046,1215097.2688172043
2009,Pittsburgh Pirates,PIT,62,99,48693000,785370.9677419355
2009,San Diego Padres,SDN,75,87,43333700,577782.6666666666
2009,Seattle Mariners,SEA,85,77,98904166,1163578.4235294117
2009,San Francisco Giants,SFN,88,74,83026450,943482.3863636364
2009,St. Louis Cardinals,SLN,91,71,88528409,972839.6593406594
2009,Tampa Bay Rays,TBA,84,78,63313034,753726.5952380953
2009,Texas Rangers,TEX,87,75,68178798,783664.3448275862
2009,Toronto Blue Jays,TOR,75,87,80538300,1073844.0
2009,Washington Nationals,WAS,59,103,59928000,1015728.813559322
2010,Arizona Diamondbacks,ARI,65,97,60718166,934125.6307692308
2010,Atlanta Braves,ATL,91,71,84423666,927732.5934065934
2010,Baltimore Orioles,BAL,66,96,81612500,1236553.0303030303
2010,Boston Red Sox,BOS,89,73,162447333,1825250.9325842697
2010,Chicago White Sox,CHA,88,74,105530000,1199204.5454545454
2010,Chicago Cubs,CHN,75,87,146609000,1954786.6666666667
2010,Cincinnati Reds,CIN,91,71,71761542,788588.3736263736
2010,Cleveland Indians,CLE,69,93,61203966,887014.0
2010,Colorado Rockies,COL,83,79,84227000,1014783.1325301204
2010,Detroit Tigers,DET,81,81,122864928,1516850.962962963
2010,Florida Marlins,FLO,80,82,57029719,712871.4875
2010,Houston Astros,HOU,76,86,92355500,1215203.9473684211
2010,Kansas City Royals,KCA,67,95,71405210,1065749.4029850746
2010,Los Angeles Angels of Anaheim,LAA,80,82,104963866,1312048.325
2010,Los Angeles Dodgers,LAN,80,82,95358016,1191975.2
2010,Milwaukee Brewers,MIL,77,85,81108278,1053354.2597402597
2010,Minnesota Twins,MIN,94,68,97559166,1037863.4680851063
2010,New York Yankees,NYA,95,67,206333389,2171930.4105263157
2010,New York Mets,NYN,79,83,134422942,1701556.2278481012
2010,Oakland Athletics,OAK,81,81,55254900,682159.2592592592
2010,Philadelphia Phillies,PHI,97,65,141928379,1463179.1649484537
2010,Pittsburgh Pirates,PIT,57,105,34943000,613035.0877192982
2010,San Diego Padres,SDN,90,72,37799300,419992.22222222225
2010,Seattle Mariners,SEA,61,101,86510000,1418196.7213114754
2010,San Francisco Giants,SFN,92,70,98641333,1072188.402173913
2010,St. Louis Cardinals,SLN,86,76,93540751,1087683.1511627906
2010,Tampa Bay Rays,TBA,96,66,71923471,749202.8229166666
2010,Texas Rangers,TEX,90,72,55250544,613894.9333333333
2010,Toronto Blue Jays,TOR,85,77,62234000,732164.7058823529
2010,Washington Nationals,WAS,69,93,61400000,889855.0724637681
2011,Arizona Diamondbacks,ARI,94,68,53639833,570636.5212765958
2011,Atlanta Braves,ATL,89,73,87002692,977558.3370786516
2011,Baltimore Orioles,BAL,69,93,85304038,1236290.4057971016
2011,Boston Red Sox,BOS,90,72,161762475,1797360.8333333333
2011,Chicago White Sox,CHA,79,83,127789000,1617582.2784810127
2011,Chicago Cubs,CHN,71,91,125047329,1761229.985915493
2011,Cincinnati Reds,CIN,79,83,75947134,961356.1265822785
2011,Cleveland Indians,CLE,80,82,48776566,609707.075
2011,Colorado Rockies,COL,73,89,88148071,1207507.8219178081
2011,Detroit Tigers,DET,95,67,105700231,1112634.0105263158
2011,Florida Marlins,FLO,72,90,56944000,790888.8888888889
2011,Houston Astros,HOU,56,106,70694000,1262392.857142857
2011,Kansas City Royals,KCA,71,91,35712000,502985.91549295775
2011,Los Angeles Angels of Anaheim,LAA,86,76,138543166,1610967.046511628
2011,Los Angeles Dodgers,LAN,82,79,104188999,1270597.5487804879
2011,Milwaukee Brewers,MIL,96,66,85497333,890597.21875
2011,Minnesota Twins,MIN,63,99,112737000,1789476.1904761905
2011,New York Yankees,NYA,97,65,202275028,2085309.5670103093
2011,New York Mets,NYN,77,85,118847309,1543471.5454545454
2011,Oakland Athletics,OAK,74,88,66536500,899141.8918918918
2011,Philadelphia Phillies,PHI,102,60,172976379,1695846.8529411764
2011,Pittsburgh Pirates,PIT,72,90,45047000,625652.7777777778
2011,San Diego Padres,SDN,71,91,45869140,646044.2253521127
2011,Seattle Mariners,SEA,67,95,86110600,1285232.8358208956
2011,San Francisco Giants,SFN,86,76,118198333,1374399.2209302327
2011,St. Louis Cardinals,SLN,90,72,105433572,1171484.1333333333
2011,Tampa Bay Rays,TBA,91,71,41053571,451138.14285714284
2011,Texas Rangers,TEX,96,66,92299264,961450.6666666666
2011,Toronto Blue Jays,TOR,81,81,62567800,772441.975308642
2011,Washington Nationals,WAS,80,81,63856928,798211.6
2012,Arizona Diamondbacks,ARI,81,81,73804833,911170.7777777778
2012,Atlanta Braves,ATL,94,68,82829942,881169.5957446808
2012,Baltimore Orioles,BAL,93,69,77353999,831763.4301075268
2012,Boston Red Sox,BOS,69,93,173186617,2509950.9710144927
2012,Chicago White Sox,CHA,85,77,96919500,1140229.4117647058
2012,Chicago Cubs,CHN,61,101,88197033,1445853.0
2012,Cincinnati Reds,CIN,97,65,82203616,847459.9587628866
2012,Cleveland Indians,CLE,68,94,78430300,1153386.7647058824
2012,Colorado Rockies,COL,64,98,78069571,1219837.046875
2012,Detroit Tigers,DET,88,74,132300000,1503409.0909090908
2012,Houston Astros,HOU,55,107,60651000,1102745.4545454546
2012,Kansas City Royals,KCA,72,90,60916225,846058.6805555555
2012,Los Angeles Angels of Anaheim,LAA,89,73,154485166,1735788.3820224719
2012,Los Angeles Dodgers,LAN,86,76,95143575,1106320.6395348837
2012,Miami Marlins,MIA,69,93,118078000,1711275.3623188406
2012,Milwaukee Brewers,MIL,83,79,97653944,1176553.5421686748
2012,Minnesota Twins,MIN,66,96,94085000,1425530.303030303
2012,New York Yankees,NYA,95,67,196522289,2068655.6736842105
2012,New York Mets,NYN,74,88,93353983,1261540.310810811
2012,Oakland Athletics,OAK,94,68,55372500,589069.1489361703
2012,Philadelphia Phillies,PHI,81,81,174538938,2154801.703703704
2012,Pittsburgh Pirates,PIT,79,83,62951999,796860.7468354431
2012,San Diego Padres,SDN,76,86,55244700,726903.947368421
2012,Seattle Mariners,SEA,75,87,81978100,1093041.3333333333
2012,San Francisco Giants,SFN,94,68,117620683,1251283.8617021276
2012,St. Louis Cardinals,SLN,88,74,110300862,1253418.8863636365
2012,Tampa Bay Rays,TBA,90,72,64173500,713038.8888888889
2012,Texas Rangers,TEX,93,69,120510974,1295816.9247311829
2012,Toronto Blue Jays,TOR,73,89,75009200,1027523.2876712328
2012,Washington Nationals,WAS,98,64,80855143,825052.4795918367
2013,Arizona Diamondbacks,ARI,81,81,90132000,1112740.7407407407
2013,Atlanta Braves,ATL,96,66,87871525,915328.3854166666
2013,Baltimore Orioles,BAL,85,77,84393333,992862.7411764705
2013,Boston Red Sox,BOS,97,65,151530000,1562164.9484536082
2013,Chicago White Sox,CHA,63,99,120065277,1905798.0476190476
2013,Chicago Cubs,CHN,66,96,100567726,1523753.4242424243
2013,Cincinnati Reds,CIN,90,72,106404462,1182271.8
2013,Cleveland Indians,CLE,92,70,75771800,823606.5217391305
2013,Colorado Rockies,COL,74,88,74409071,1005527.9864864865
2013,Detroit Tigers,DET,93,69,145989500,1569779.569892473
2013,Houston Astros,HOU,51,111,17890700,350798.03921568627
2013,Kansas City Royals,KCA,86,76,80091725,931299.1279069767
2013,Los Angeles Angels of Anaheim,LAA,78,84,124174750,1591983.9743589743
2013,Los Angeles Dodgers,LAN,92,70,223362196,2427849.9565217393
2013,Miami Marlins,MIA,62,100,33601900,541966.1290322581
2013,Milwaukee Brewers,MIL,74,88,76947033,1039824.7702702703
2013,Minnesota Twins,MIN,66,96,75337500,1141477.2727272727
2013,New York Yankees,NYA,85,77,231978886,2729163.3647058825
2013,New York Mets,NYN,74,88,49448346,668220.8918918918
2013,Oakland Athletics,OAK,96,66,60132500,626380.2083333334
2013,Philadelphia Phillies,PHI,73,89,169863189,2326893.0
2013,Pittsburgh Pirates,PIT,94,68,77062000,819808.5106382979
2013,San Diego Padres,SDN,76,86,65585500,862967.1052631579
2013,Seattle Mariners,SEA,71,91,74005043,1042324.5492957747
2013,San Francisco Giants,SFN,76,86,140180334,1844478.0789473683
2013,St. Louis Cardinals,SLN,97,65,92260110,951135.1546391753
2013,Tampa Bay Rays,TBA,92,71,52955272,575600.7826086957
2013,Texas Rangers,TEX,91,72,112522600,1236512.087912088
2013,Toronto Blue Jays,TOR,74,88,126288100,1706595.945945946
2013,Washington Nationals,WAS,86,76,113703270,1322131.046511628
2014,Arizona Diamondbacks,ARI,64,98,97861500,1529085.9375
2014,Atlanta Braves,ATL,79,83,97609000,1235556.9620253164
2014,Baltimore Orioles,BAL,96,66,103416000,1077250.0
2014,Boston Red Sox,BOS,71,91,139019929,1958027.1690140846
2014,Chicago White Sox,CHA,73,89,81830500,1120965.7534246575
2014,Chicago Cubs,CHN,73,89,65522500,897568.493150685
2014,Cincinnati Reds,CIN,76,86,108217500,1423914.4736842106
2014,Cleveland Indians,CLE,85,77,82151899,966492.9294117647
2014,Colorado Rockies,COL,66,96,95403500,1445507.5757575757
2014,Detroit Tigers,DET,90,72,152855500,1698394.4444444445
2014,Houston Astros,HOU,70,92,35116300,501661.4285714286
2014,Kansas City Royals,KCA,89,73,74594075,838135.6741573034
2014,Los Angeles Angels of Anaheim,LAA,98,64,121988250,1244778.0612244897
2014,Los Angeles Dodgers,LAN,94,68,217014600,2308665.9574468085
2014,Miami Marlins,MIA,77,85,41836900,543336.3636363636
2014,Milwaukee Brewers,MIL,82,80,101217000,1234353.6585365853
2014,Minnesota Twins,MIN,70,92,83762500,1196607.142857143
2014,New York Yankees,NYA,84,78,197543907,2351713.1785714286
2014,New York Mets,NYN,79,83,85556990,1082999.8734177216
2014,Oakland Athletics,OAK,88,74,72408400,822822.7272727273
2014,Philadelphia Phillies,PHI,73,89,180944967,2478698.178082192
2014,Pittsburgh Pirates,PIT,88,74,77178000,877022.7272727273
2014,San Diego Padres,SDN,77,85,75685700,982931.1688311688
2014,Seattle Mariners,SEA,87,75,92531100,1063575.8620689656
2014,San Francisco Giants,SFN,88,74,163510167,1858070.0795454546
2014,St. Louis Cardinals,SLN,90,72,120693000,1341033.3333333333
2014,Tampa Bay Rays,TBA,77,85,72689100,944014.2857142857
2014,Texas Rangers,TEX,67,95,112255059,1675448.6417910447
2014,Toronto Blue Jays,TOR,83,79,109920100,1324338.5542168675
2014,Washington Nationals,WAS,96,66,131983680,1374830.0
2015,Arizona Diamondbacks,ARI,79,83,61834000,782708.8607594937
2015,Atlanta Braves,ATL,67,95,71781250,1071361.9402985075
2015,Baltimore Orioles,BAL,81,81,115044833,1420306.5802469135
2015,Boston Red Sox,BOS,78,84,181103400,2321838.4615384615
2015,Chicago White Sox,CHA,76,86,112373700,1478601.3157894737
2015,Chicago Cubs,CHN,97,65,115879310,1194632.06185567
2015,Cincinnati Reds,CIN,64,98,113072286,1766754.46875
2015,Cleveland Indians,CLE,81,80,87663766,1082268.7160493827
2015,Colorado Rockies,COL,68,94,95688600,1407185.294117647
2015,Detroit Tigers,DET,74,87,172284750,2328172.2972972975
2015,Houston Astros,HOU,86,76,72256200,840188.3720930233
2015,Kansas City Royals,KCA,95,67,112107025,1180073.9473684211
2015,Los Angeles Angels of Anaheim,LAA,85,77,120005415,1411828.4117647058
2015,Los Angeles Dodgers,LAN,92,70,215792000,2345565.217391304
2015,Miami Marlins,MIA,71,91,68056500,958542.2535211268
2015,Milwaukee Brewers,MIL,68,94,100850000,1483088.2352941176
2015,Minnesota Twins,MIN,83,79,107755000,1298253.0120481928
2015,New York Yankees,NYA,87,75,212751957,2445424.793103448
2015,New York Mets,NYN,90,72,96766683,1075185.3666666667
2015,Oakland Athletics,OAK,68,94,79053501,1162551.4852941176
2015,Philadelphia Phillies,PHI,63,99,111693000,1772904.761904762
2015,Pittsburgh Pirates,PIT,98,64,88892499,907066.3163265307
2015,San Diego Padres,SDN,74,88,118441300,1600558.1081081082
2015,Seattle Mariners,SEA,76,86,122208700,1608009.2105263157
2015,San Francisco Giants,SFN,84,78,164701500,1960732.142857143
2015,St. Louis Cardinals,SLN,100,62,119241500,1192415.0
2015,Tampa Bay Rays,TBA,80,82,64521233,806515.4125
2015,Texas Rangers,TEX,88,74,143742789,1633440.7840909092
2015,Toronto Blue Jays,TOR,93,69,112992400,1214972.0430107526
2015,Washington Nationals,WAS,83,79,155587472,1874547.8554216868
2016,Arizona Diamondbacks,ARI,69,93,87439063,1267232.7971014492
2016,Atlanta Braves,ATL,68,93,68498291,1007327.8088235294
2016,Baltimore Orioles,BAL,89,73,161863456,1818690.5168539325
2016,Boston Red Sox,BOS,93,69,188545761,2027373.7741935484
2016,Chicago White Sox,CHA,78,84,112998667,1448700.858974359
2016,Chicago Cubs,CHN,103,58,154067668,1495802.6019417476
2016,Cincinnati Reds,CIN,68,94,88940059,1307942.044117647
2016,Cleveland Indians,CLE,94,67,74311900,790552.1276595745
2016,Colorado Rockies,COL,75,87,112645071,1501934.28
2016,Detroit Tigers,DET,86,75,194876481,2266005.593023256
2016,Houston Astros,HOU,84,78,94893700,1129686.9047619049
2016,Kansas City Royals,KCA,81,81,131487125,1623297.8395061728
2016,Los Angeles Angels of Anaheim,LAA,74,88,137251333,1854747.7432432433
2016,Los Angeles Dodgers,LAN,91,71,221288380,2431740.4395604394
2016,Miami Marlins,MIA,79,82,77314202,978660.7848101265
2016,Milwaukee Brewers,MIL,73,89,68775237,942126.5342465753
2016,Minnesota Twins,MIN,59,103,102583200,1738698.3050847459
2016,New York Yankees,NYA,84,78,222997792,2654735.619047619
2016,New York Mets,NYN,87,75,133889129,1538955.5057471264
2016,Oakland Athletics,OAK,69,93,86806234,1258061.3623188406
2016,Philadelphia Phillies,PHI,71,91,58980000,830704.2253521127
2016,Pittsburgh Pirates,PIT,78,83,103778833,1330497.858974359
2016,San Diego Padres,SDN,68,94,101424814,1491541.3823529412
2016,Seattle Mariners,SEA,86,76,135683339,1577713.2441860465
2016,San Francisco Giants,SFN,87,75,172253778,1979928.4827586208
2016,St. Louis Cardinals,SLN,86,76,143053500,1663412.7906976745
2016,Tampa Bay Rays,TBA,68,94,57097310,839666.3235294118
2016,Texas Rangers,TEX,95,67,176038723,1853039.1894736842
2016,Toronto Blue Jays,TOR,89,73,138701700,1558446.0674157303
2016,Washington Nationals,WAS,95,67,141652646,1491080.4842105263
